Student,required_hours,total_hours_completed,attendance_rate,hours_completed_ratio,late_count,absent_count,total_tasks_logged,total_task_hours,number_of_distinct_competencies,hours_software_development,hours_machine_learning_engineering,hours_it_related_research,hours_ux_ui_design,hours_information_security_analysis,hours_networking,hours_technical_support,hours_data_analysis,hours_customer_service,hours_data_entry_management,hours_office_work,total_chatbot_queries,chatbot_queries_last_30_days,weekly_progress_grade,narrative_report_grade,coordinator_eval_grade,supervisor_eval_grade,has_weekly_progress_grade,has_narrative_report_grade,has_coordinator_eval_grade,has_supervisor_eval_grade,final_ojt_grade,risk_level
Student_120,200,179.8,92.3,0.899,0,2,21,49.6,6,3.8,0.0,15.6,10.5,8.5,0.0,0.0,4.3,6.9,0.0,0.0,7,4,58.3,75.3,64.9,82.5,1,1,1,1,72.7,HIGH
Student_121,486,52.5,31.9,0.108,4,49,12,53.5,2,0.0,0.0,0.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,22.6,5,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_122,300,73.4,48.8,0.245,0,22,24,90.2,2,0.0,0.0,0.0,18.1,0.0,0.0,0.0,0.0,0.0,72.1,0.0,3,1,50.0,70.8,63.8,56.7,1,1,1,1,59.6,HIGH
Student_123,200,26.3,44.0,0.132,0,14,11,49.9,2,0.0,0.0,0.0,0.0,0.0,25.7,0.0,24.2,0.0,0.0,0.0,13,3,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_124,300,140.8,62.9,0.469,1,13,77,259.9,7,18.4,19.5,0.0,40.1,0.0,16.1,0.0,0.0,137.4,27.4,1.0,8,3,68.2,55.9,57.1,84.6,1,1,1,1,70.08,HIGH
Student_125,400,219.5,68.5,0.549,3,17,50,218.2,9,11.7,38.3,14.8,31.7,9.7,25.0,0.0,43.9,27.1,0.0,16.1,12,2,71.4,75.0,69.4,67.2,1,1,1,1,70.04,HIGH
Student_126,486,66.5,42.9,0.137,4,32,14,56.5,4,9.7,0.0,0.0,23.2,0.0,0.0,0.0,10.7,0.0,12.9,0.0,9,4,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_127,400,153.7,66.7,0.384,0,16,79,119.1,8,0.0,0.0,21.2,9.5,18.2,1.7,13.4,0.0,15.4,27.9,11.8,11,2,57.5,50.0,69.0,75.7,1,1,1,1,65.58,HIGH
Student_128,240,87.0,52.9,0.362,1,16,29,116.6,2,47.1,0.0,0.0,0.0,0.0,69.5,0.0,0.0,0.0,0.0,0.0,3,1,50.0,67.3,59.7,59.5,1,1,1,1,59.2,HIGH
Student_129,400,42.5,35.2,0.106,2,35,27,60.1,4,0.0,0.0,14.3,11.6,0.0,30.9,0.0,0.0,0.0,0.0,3.4,4,2,50.0,50.0,51.4,50.0,1,1,1,1,50.28,HIGH
Student_130,486,7.6,16.4,0.016,0,46,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_131,300,129.1,61.9,0.43,1,16,21,101.7,6,0.0,41.9,2.7,0.0,21.4,16.5,0.0,13.5,0.0,5.8,0.0,11,6,50.0,61.3,51.7,72.8,1,1,1,1,61.72,HIGH
Student_132,200,14.6,29.6,0.073,0,19,32,70.8,6,0.0,20.7,0.0,6.6,12.6,0.0,9.6,0.0,0.0,19.1,2.2,5,2,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_133,486,466.8,100.0,0.96,0,0,32,159.9,8,0.0,0.0,31.4,4.8,28.6,0.0,10.4,37.6,34.9,4.3,7.9,15,8,78.7,81.2,91.1,79.3,1,1,1,1,81.92,MEDIUM
Student_134,300,13.5,28.9,0.045,2,27,3,8.6,1,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_135,240,114.0,82.1,0.475,2,5,65,264.8,5,0.0,0.0,0.0,105.9,0.0,0.0,13.2,0.0,78.8,52.7,14.1,6,1,71.9,56.3,50.0,87.2,1,1,1,1,70.52,HIGH
Student_136,486,244.9,76.3,0.504,4,14,31,117.7,7,10.9,16.6,20.1,0.0,30.1,7.1,0.0,17.0,15.9,0.0,0.0,9,5,52.2,69.2,77.5,96.0,1,1,1,1,78.18,MEDIUM
Student_137,400,214.8,56.2,0.537,0,21,29,105.0,5,0.0,0.0,16.5,19.0,22.3,0.0,0.0,7.9,39.4,0.0,0.0,6,3,56.5,97.8,94.4,82.3,1,1,1,1,82.66,MEDIUM
Student_138,600,391.8,86.1,0.653,0,10,74,222.6,6,32.8,0.0,22.1,0.0,2.9,20.4,21.7,0.0,0.0,122.7,0.0,14,3,73.9,87.9,95.7,77.7,1,1,1,1,82.58,MEDIUM
Student_139,300,248.0,94.9,0.827,0,2,47,117.1,6,0.0,3.4,0.0,48.0,0.0,9.3,8.7,15.2,32.5,0.0,0.0,0,0,83.7,96.4,96.8,100.0,1,1,1,1,95.38,LOW
Student_140,240,133.5,76.5,0.556,2,8,63,133.7,10,8.4,22.5,5.2,14.9,11.8,17.9,1.2,0.0,30.4,7.2,14.2,4,2,68.7,78.9,76.7,77.8,1,1,1,1,75.98,MEDIUM
Student_141,486,195.5,45.9,0.402,0,33,30,117.3,6,0.0,0.0,6.4,5.4,0.0,6.6,0.0,17.1,16.1,0.0,65.8,26,14,50.0,95.5,95.9,59.0,1,1,1,1,71.88,HIGH
Student_142,486,379.1,79.7,0.78,0,12,61,153.2,8,4.6,0.0,28.1,5.2,0.9,29.3,49.7,1.8,0.0,33.7,0.0,7,3,87.0,82.1,90.8,82.6,1,1,1,1,85.02,LOW
Student_143,200,4.3,12.0,0.022,0,22,12,49.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,0.0,3,2,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_144,400,283.8,71.9,0.71,0,16,28,126.5,5,0.0,23.3,0.0,13.8,22.2,35.9,0.0,0.0,0.0,0.0,31.4,3,1,52.0,92.3,97.2,76.5,1,1,1,1,78.9,MEDIUM
Student_145,300,61.2,56.4,0.204,0,17,8,30.0,3,0.0,0.0,0.0,0.0,0.0,0.0,24.8,2.2,0.0,3.0,0.0,4,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_146,486,8.0,11.8,0.016,0,60,12,29.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_147,400,15.0,24.4,0.038,1,34,7,10.9,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,3.7,5,3,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_148,300,160.7,72.7,0.536,0,12,39,114.0,7,27.6,0.0,0.0,13.4,0.0,43.4,7.2,0.0,9.8,4.5,8.1,13,3,63.0,82.4,94.9,78.2,1,1,1,1,79.34,MEDIUM
Student_149,400,47.5,42.9,0.119,3,32,23,96.0,2,0.0,0.0,0.0,78.2,0.0,17.8,0.0,0.0,0.0,0.0,0.0,10,3,50.0,63.6,67.3,50.0,1,1,1,1,56.18,HIGH
Student_150,400,116.6,57.1,0.292,1,21,13,53.9,3,2.9,0.0,0.0,0.0,0.0,32.6,0.0,18.3,0.0,0.0,0.0,20,7,50.0,100.0,74.6,50.0,1,1,1,1,64.92,HIGH
Student_151,200,48.9,44.0,0.244,0,14,20,83.2,4,0.0,0.0,29.2,19.8,0.0,14.7,0.0,0.0,19.5,0.0,0.0,6,1,50.0,73.8,82.0,0.0,1,1,1,0,41.16,HIGH
Student_152,240,149.1,88.2,0.621,0,4,33,143.3,10,0.0,36.8,9.2,9.8,19.0,24.4,1.7,14.7,9.3,18.0,0.2,4,1,74.7,99.6,100.0,98.9,1,1,1,1,94.42,LOW
Student_153,200,9.9,24.0,0.05,1,19,9,22.7,1,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.0,0.0,0.0,0.0,0,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_154,600,179.4,57.6,0.299,0,36,28,49.9,10,1.5,14.7,2.7,3.0,10.6,0.3,0.0,1.7,5.6,1.1,8.7,4,1,50.0,60.3,62.5,0.0,1,1,1,0,34.56,HIGH
Student_155,300,35.4,23.7,0.118,0,29,9,14.3,3,0.0,0.0,0.0,2.9,0.0,0.0,10.2,0.0,0.0,0.0,1.3,1,0,50.0,57.9,74.4,0.0,1,1,1,0,36.46,HIGH
Student_156,240,44.7,50.0,0.186,1,16,28,129.0,9,0.0,2.0,0.0,43.7,10.7,6.1,3.8,20.0,7.6,32.0,3.3,3,1,50.0,50.0,50.0,67.5,1,1,1,1,57.0,HIGH
Student_157,486,123.6,58.3,0.254,3,25,10,18.3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.3,0.0,5,3,50.0,67.0,52.2,53.7,1,1,1,1,55.32,HIGH
Student_158,600,139.4,39.1,0.232,4,53,28,118.8,3,15.1,0.0,0.0,44.9,0.0,0.0,58.8,0.0,0.0,0.0,0.0,5,1,50.0,69.1,64.7,53.8,1,1,1,1,58.28,HIGH
Student_159,486,357.2,87.3,0.735,0,7,50,185.4,7,0.0,70.2,43.1,0.0,30.2,0.0,6.0,0.0,28.6,2.0,5.2,7,3,87.1,88.3,95.5,100.0,1,1,1,1,94.18,LOW
Student_160,200,19.9,28.6,0.099,1,20,13,34.1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0,5.3,0.0,8,2,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_161,200,77.4,57.7,0.387,1,11,15,62.2,5,0.0,0.0,16.9,0.0,16.8,0.0,7.1,4.9,0.0,0.0,16.5,5,1,50.0,79.6,64.7,55.0,1,1,1,1,60.86,HIGH
Student_162,240,51.6,35.5,0.215,0,20,28,72.5,3,0.0,11.7,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,54.1,0,0,50.0,52.0,57.7,50.0,1,1,1,1,51.94,HIGH
Student_163,240,33.6,46.4,0.14,0,15,11,32.7,5,0.0,5.9,0.0,0.0,1.7,0.0,4.7,0.0,4.7,15.6,0.0,0,0,50.0,52.5,50.0,58.2,1,1,1,1,53.78,HIGH
Student_164,486,151.0,60.7,0.311,1,24,22,87.6,3,30.2,0.0,0.0,14.7,0.0,0.0,0.0,42.7,0.0,0.0,0.0,6,2,50.0,56.7,52.5,61.7,1,1,1,1,56.52,HIGH
Student_165,200,20.5,36.0,0.102,0,16,16,25.2,3,0.0,0.0,0.0,0.0,0.0,11.7,9.4,0.0,4.1,0.0,0.0,14,4,50.0,53.8,59.9,0.0,1,1,1,0,32.74,HIGH
Student_166,200,77.1,69.2,0.385,0,8,31,50.1,6,1.7,18.1,15.2,6.5,0.4,8.2,0.0,0.0,0.0,0.0,0.0,10,5,50.0,79.7,72.9,59.5,1,1,1,1,64.32,HIGH
Student_167,240,155.6,80.6,0.648,0,6,69,210.1,7,9.7,15.8,67.8,0.0,0.5,0.0,0.0,56.6,0.0,11.7,48.0,2,1,92.0,81.6,87.7,92.4,1,1,1,1,89.22,LOW
Student_168,600,108.8,42.2,0.181,3,48,15,30.1,6,4.5,0.0,0.0,8.5,0.0,5.7,0.0,1.1,5.3,0.0,4.9,0,0,50.0,50.3,55.2,0.0,1,1,1,0,31.1,HIGH
Student_169,486,233.4,70.6,0.48,1,20,12,29.5,3,0.0,0.0,15.1,0.0,0.0,4.6,0.0,0.0,0.0,9.7,0.0,9,3,50.0,50.0,50.0,53.4,1,1,1,1,51.36,HIGH
Student_170,300,53.7,37.8,0.179,2,23,31,138.8,5,0.0,0.0,33.3,13.9,32.6,0.0,0.0,0.0,34.2,24.8,0.0,4,1,50.0,50.0,52.7,50.0,1,1,1,1,50.54,HIGH
Student_171,240,44.6,40.7,0.186,1,16,19,80.2,5,0.0,15.1,0.0,0.0,33.8,0.0,0.0,4.4,0.0,16.0,10.9,9,6,50.0,52.1,50.0,0.0,1,1,1,0,30.42,HIGH
Student_172,400,94.6,42.9,0.236,0,28,26,64.8,2,0.0,0.0,0.0,0.0,0.0,38.0,26.8,0.0,0.0,0.0,0.0,6,1,50.0,62.4,57.5,0.0,1,1,1,0,33.98,HIGH
Student_173,486,287.7,96.6,0.592,0,2,56,178.1,7,0.0,4.9,53.9,11.2,40.6,16.3,0.0,11.5,0.0,39.8,0.0,13,4,76.5,100.0,83.5,96.9,1,1,1,1,90.76,LOW
Student_174,600,0.0,0.0,0.0,0,67,13,56.4,3,0.0,0.0,0.0,0.0,0.0,24.1,22.5,0.0,0.0,0.0,9.8,2,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_175,200,59.1,52.0,0.296,0,12,19,81.1,6,0.0,0.0,1.9,0.0,11.5,12.7,10.7,11.3,0.0,0.0,33.0,10,2,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_176,600,182.6,55.0,0.304,2,36,11,23.8,5,9.9,0.0,0.0,8.0,2.4,0.0,0.0,0.0,1.3,0.0,2.3,4,2,50.0,54.2,62.9,60.1,1,1,1,1,57.46,HIGH
Student_177,600,447.8,90.3,0.746,0,7,31,107.9,7,20.3,29.6,0.0,0.0,14.9,9.1,16.6,0.0,2.2,0.0,15.2,2,1,81.9,82.3,95.1,86.7,1,1,1,1,86.54,LOW
Student_178,300,120.7,53.8,0.402,0,18,25,45.3,6,8.6,9.6,0.0,0.0,14.6,9.2,1.0,0.0,0.0,0.0,2.4,14,8,50.0,75.4,76.4,63.9,1,1,1,1,65.92,HIGH
Student_179,200,27.2,44.0,0.136,0,14,1,4.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,50.0,56.8,50.3,51.1,1,1,1,1,51.86,HIGH
Student_180,200,93.6,80.0,0.468,0,5,77,142.7,6,0.0,17.6,0.0,0.0,26.0,0.0,0.0,28.5,21.1,13.8,35.6,2,1,50.9,73.1,66.3,80.6,1,1,1,1,70.3,HIGH
Student_181,600,206.0,67.0,0.343,8,29,32,98.6,6,9.0,0.0,40.6,32.0,0.0,14.0,0.0,2.5,0.0,0.0,0.4,7,1,50.0,58.9,64.0,64.9,1,1,1,1,60.54,HIGH
Student_182,400,148.8,71.2,0.372,4,15,20,58.4,5,0.0,7.1,4.8,0.0,0.0,7.3,0.0,0.0,31.6,0.0,7.7,6,2,50.0,52.0,54.8,66.1,1,1,1,1,57.8,HIGH
Student_183,200,34.6,32.1,0.173,0,19,25,94.9,2,0.0,74.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,6,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_184,600,142.2,57.3,0.237,9,38,17,66.4,5,0.0,54.0,0.5,1.3,0.0,0.0,6.4,0.0,0.0,4.1,0.0,4,1,50.0,52.1,54.4,0.0,1,1,1,0,31.3,HIGH
Student_185,486,6.9,17.5,0.014,1,52,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_186,200,65.9,48.0,0.33,0,13,76,334.3,6,0.0,76.0,31.9,0.0,0.0,0.0,68.1,81.7,0.0,12.6,64.0,6,1,50.8,98.0,81.3,76.7,1,1,1,1,76.7,MEDIUM
Student_187,486,122.9,56.1,0.253,1,25,20,50.1,2,0.0,0.0,0.0,0.0,0.0,0.0,23.6,0.0,0.0,0.0,26.5,3,1,50.0,65.3,62.8,50.0,1,1,1,1,55.62,HIGH
Student_188,486,51.5,35.7,0.106,2,36,13,63.8,3,0.0,0.0,11.2,0.0,0.0,0.0,10.3,0.0,0.0,0.0,42.2,5,1,50.0,52.6,50.0,50.0,1,1,1,1,50.52,HIGH
Student_189,400,20.4,19.6,0.051,0,41,9,35.8,2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5,2,50.0,66.0,67.6,0.0,1,1,1,0,36.72,HIGH
Student_190,300,29.7,35.9,0.099,3,25,20,72.6,2,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,59.1,4,1,50.0,50.0,51.4,0.0,1,1,1,0,30.28,HIGH
Student_191,300,6.6,11.4,0.022,0,39,11,45.6,2,20.6,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_192,600,2.1,2.2,0.004,0,87,13,37.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,1,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_193,300,68.4,50.0,0.228,0,19,31,111.2,6,0.0,15.5,3.0,0.0,17.2,15.0,35.6,0.0,0.0,24.9,0.0,23,8,50.0,50.0,54.3,77.4,1,1,1,1,61.82,HIGH
Student_194,486,158.9,60.0,0.327,0,26,69,112.9,8,0.8,4.0,0.0,8.1,26.0,28.9,19.5,16.4,9.2,0.0,0.0,5,3,60.9,92.9,97.5,64.0,1,1,1,1,75.86,MEDIUM
Student_195,240,241.6,82.9,1.007,0,6,34,149.1,6,0.0,0.0,0.0,50.9,7.8,44.6,30.9,8.2,0.0,6.9,0.0,5,2,70.5,99.2,100.0,93.1,1,1,1,1,91.18,LOW
Student_196,600,164.4,51.3,0.274,1,37,12,27.4,2,0.0,0.0,0.0,0.0,16.2,11.2,0.0,0.0,0.0,0.0,0.0,16,10,50.0,65.9,71.0,50.0,1,1,1,1,57.38,HIGH
Student_197,600,162.5,51.2,0.271,3,39,10,21.0,5,1.2,0.0,10.0,2.1,0.0,1.3,0.0,0.0,0.0,0.0,6.4,4,1,50.0,50.0,53.2,65.6,1,1,1,1,56.88,HIGH
Student_198,300,208.1,72.7,0.694,0,12,42,207.7,9,27.2,55.5,13.0,0.0,3.8,15.9,20.8,0.2,41.6,29.6,0.0,7,2,95.3,88.7,75.3,84.6,1,1,1,1,85.7,LOW
Student_199,300,55.4,45.7,0.185,0,19,27,106.5,5,0.0,0.0,10.8,12.9,0.0,0.0,45.7,12.5,0.0,24.6,0.0,9,6,50.0,50.0,50.0,53.2,1,1,1,1,51.28,HIGH
Student_200,400,417.2,93.2,1.043,0,4,37,121.8,8,0.0,0.0,8.5,38.3,0.0,17.1,30.7,3.9,11.4,5.0,6.9,13,8,83.1,78.6,89.3,100.0,1,1,1,1,90.2,LOW
Student_201,200,133.1,84.0,0.666,1,4,62,210.5,10,10.0,65.4,48.2,17.5,15.7,0.8,9.8,0.0,18.9,6.5,17.7,4,1,88.4,100.0,100.0,88.6,1,1,1,1,93.12,LOW
Student_202,240,66.7,64.5,0.278,1,11,10,39.0,3,0.0,4.3,18.3,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,50.0,83.5,77.0,65.5,1,1,1,1,68.3,HIGH
Student_203,400,96.9,52.8,0.242,2,25,2,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_204,200,23.7,28.0,0.118,0,18,10,19.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_205,486,35.5,36.8,0.073,4,36,11,37.9,3,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,0.0,11.9,6,2,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_206,200,84.8,74.1,0.424,0,7,58,101.5,5,10.4,29.7,6.3,0.0,23.9,0.0,0.0,0.0,31.2,0.0,0.0,13,3,77.0,62.9,67.1,91.2,1,1,1,1,77.88,MEDIUM
Student_207,300,183.9,91.9,0.613,1,3,38,77.8,10,15.5,5.5,11.3,2.8,0.2,0.0,9.7,1.0,9.6,7.9,14.1,16,4,82.3,94.4,99.3,87.6,1,1,1,1,90.24,LOW
Student_208,200,29.5,27.6,0.148,0,21,6,13.9,3,0.0,0.0,0.0,7.7,0.0,5.8,0.0,0.0,0.4,0.0,0.0,5,2,50.0,64.7,68.5,0.0,1,1,1,0,36.64,HIGH
Student_209,240,80.4,53.3,0.335,0,14,11,32.4,4,23.1,0.4,0.0,0.6,0.0,0.0,0.0,8.3,0.0,0.0,0.0,8,2,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_210,400,52.4,41.1,0.131,3,33,2,3.0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_211,400,152.6,57.4,0.382,0,20,25,40.4,10,0.7,11.1,4.5,0.6,2.9,8.6,4.5,3.2,0.0,2.7,1.6,55,27,50.0,66.7,76.2,79.3,1,1,1,1,70.3,HIGH
Student_212,300,135.5,67.6,0.452,1,11,43,84.9,6,34.1,0.0,12.4,0.0,19.7,0.0,3.2,0.0,0.0,13.2,2.4,11,4,65.9,96.7,85.8,76.1,1,1,1,1,80.12,MEDIUM
Student_213,200,46.0,63.0,0.23,1,10,30,116.5,5,0.0,21.5,0.0,55.3,0.0,10.0,0.0,0.0,0.0,8.3,21.3,16,8,50.0,50.0,58.6,0.0,1,1,1,0,31.72,HIGH
Student_214,240,0.0,0.0,0.0,0,34,5,12.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_215,600,195.7,60.0,0.326,7,28,31,69.5,5,0.0,0.0,11.7,26.2,0.0,15.1,10.5,0.0,0.0,0.0,6.0,4,0,50.0,83.7,55.9,76.8,1,1,1,1,68.64,HIGH
Student_216,240,73.5,57.1,0.306,0,12,51,174.7,7,5.8,0.0,31.4,22.0,0.0,21.3,0.0,41.7,45.5,0.0,7.0,9,3,50.0,65.0,58.5,63.0,1,1,1,1,59.9,HIGH
Student_217,600,145.8,50.0,0.243,2,42,10,36.9,4,7.8,0.0,2.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21,14,50.0,50.0,50.0,66.5,1,1,1,1,56.6,HIGH
Student_218,486,221.5,63.0,0.456,0,20,51,156.4,9,45.7,0.0,0.0,10.3,29.1,14.6,3.6,0.1,7.9,22.5,22.5,12,6,55.4,70.9,66.7,78.7,1,1,1,1,70.08,HIGH
Student_219,240,16.3,24.1,0.068,0,22,7,18.9,2,0.0,0.0,0.0,14.6,0.0,0.0,4.3,0.0,0.0,0.0,0.0,9,6,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_220,200,16.7,32.0,0.083,0,17,9,38.1,3,15.6,0.0,0.0,0.0,0.0,14.8,7.6,0.0,0.0,0.0,0.0,5,2,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_221,200,50.9,53.8,0.254,1,12,6,20.3,1,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,50.0,56.0,51.9,0.0,1,1,1,0,31.58,HIGH
Student_222,240,18.5,33.3,0.077,2,20,13,63.9,2,0.0,0.0,0.0,0.0,0.0,24.6,0.0,39.3,0.0,0.0,0.0,1,0,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_223,200,13.3,17.2,0.066,0,24,10,35.6,4,0.0,7.4,5.2,0.0,0.0,15.6,0.0,7.4,0.0,0.0,0.0,3,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_224,300,269.1,85.4,0.897,0,6,38,155.2,9,18.0,9.0,0.0,10.5,31.1,0.0,62.2,5.2,6.9,8.5,3.9,6,2,69.8,76.5,98.0,96.4,1,1,1,1,87.42,LOW
Student_225,600,125.9,29.5,0.21,4,62,19,35.2,5,0.0,3.8,0.0,13.0,5.1,0.8,0.0,0.0,0.0,0.0,12.5,8,5,50.0,56.4,62.5,0.0,1,1,1,0,33.78,HIGH
Student_226,200,146.2,92.0,0.731,0,2,56,92.2,6,25.9,14.0,6.6,0.0,0.0,3.2,0.0,0.0,0.0,34.0,8.5,5,3,90.4,85.0,76.1,100.0,1,1,1,1,90.3,LOW
Student_227,600,193.8,61.4,0.323,2,32,19,29.8,4,12.8,2.9,0.0,6.9,0.0,0.0,0.0,0.0,0.0,7.2,0.0,2,0,50.0,50.0,50.0,56.9,1,1,1,1,52.76,HIGH
Student_228,400,137.2,60.7,0.343,6,22,68,153.2,5,0.0,32.5,74.3,12.5,0.0,20.4,0.0,0.0,0.0,13.5,0.0,6,3,50.0,51.9,61.8,79.2,1,1,1,1,64.42,HIGH
Student_229,200,6.8,16.0,0.034,0,21,6,29.0,3,9.6,0.0,0.0,0.0,5.8,0.0,0.0,13.6,0.0,0.0,0.0,0,0,50.0,52.4,50.0,0.0,1,1,1,0,30.48,HIGH
Student_230,300,66.1,40.5,0.22,1,22,54,141.8,5,27.5,42.2,0.0,0.0,55.1,0.0,0.0,0.0,5.9,11.1,0.0,4,2,50.0,58.7,65.5,0.0,1,1,1,0,34.84,HIGH
Student_231,400,126.0,54.0,0.315,0,23,10,28.9,3,16.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,16,10,50.0,50.0,50.0,67.7,1,1,1,1,57.08,HIGH
Student_232,240,2.9,2.9,0.012,0,33,1,2.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_233,400,124.7,66.7,0.312,3,15,30,114.2,6,0.0,0.0,27.3,5.8,4.3,0.0,49.1,22.1,0.0,5.6,0.0,14,7,50.0,71.6,54.7,74.5,1,1,1,1,65.06,HIGH
Student_234,400,59.1,46.7,0.148,2,24,16,64.5,3,0.0,0.0,37.2,0.0,0.0,0.0,0.0,0.0,22.9,0.0,4.4,12,6,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_235,600,300.7,73.9,0.501,0,18,43,126.0,7,0.0,0.0,5.9,8.9,0.0,0.0,47.0,18.1,5.9,17.6,22.6,8,3,74.7,80.8,85.4,85.0,1,1,1,1,82.18,MEDIUM
Student_236,200,191.3,92.3,0.956,0,2,32,143.8,8,53.0,0.0,14.2,5.7,5.2,9.6,24.9,16.9,14.4,0.0,0.0,17,11,82.6,100.0,96.4,98.4,1,1,1,1,95.16,LOW
Student_237,240,120.3,70.4,0.501,0,8,29,130.3,5,0.0,75.8,0.0,0.0,7.2,0.0,9.9,0.0,0.0,10.8,26.5,8,2,50.0,67.8,73.9,84.1,1,1,1,1,71.98,HIGH
Student_238,240,8.2,18.8,0.034,1,26,31,140.2,3,2.3,0.0,77.3,0.0,0.0,0.0,0.0,0.0,0.0,60.6,0.0,4,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_239,300,268.5,100.0,0.895,2,0,32,91.6,7,0.0,4.5,11.1,0.0,11.9,27.9,16.5,0.0,14.4,0.0,5.3,19,10,74.7,77.2,72.1,94.0,1,1,1,1,82.4,MEDIUM
Student_240,300,131.1,79.5,0.437,1,9,16,73.0,6,1.8,0.0,24.9,0.0,8.5,9.2,0.0,10.4,0.0,0.0,18.2,5,3,50.0,51.6,50.0,53.7,1,1,1,1,51.8,HIGH
Student_241,200,182.7,96.0,0.914,0,1,34,136.4,9,0.0,20.3,5.2,33.0,14.9,0.0,36.4,3.7,4.7,9.5,8.7,15,4,81.4,98.8,100.0,85.2,1,1,1,1,90.12,LOW
